Crop,Disease,Farmer_Symptoms,Technical_Symptoms,Treatment,Prevention,RecoveryTime,processed_symptoms
Spinach,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Spinach,Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Spinach,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Coriander Leaf (Cilantro),Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Coriander Leaf (Cilantro),Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Coriander Leaf (Cilantro),Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Coriander Leaf (Cilantro),Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Coriander Leaf (Cilantro),Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Coriander Leaf (Cilantro),Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Coriander Leaf (Cilantro),Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Coriander Leaf (Cilantro),Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Coriander Leaf (Cilantro),Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Coriander Leaf (Cilantro),Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Fenugreek (Methi),Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Fenugreek (Methi),Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Fenugreek (Methi),Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Fenugreek (Methi),Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Fenugreek (Methi),Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Fenugreek (Methi),Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Fenugreek (Methi),Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Fenugreek (Methi),Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Fenugreek (Methi),Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Fenugreek (Methi),Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Bottle Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Bottle Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Bottle Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Bottle Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Bottle Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Bottle Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Bottle Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Bottle Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Bottle Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Bottle Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Bitter Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Bitter Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Bitter Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Bitter Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Bitter Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Bitter Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Bitter Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Bitter Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Bitter Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Bitter Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Ridge Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Ridge Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Ridge Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Ridge Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Ridge Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Ridge Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Ridge Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Ridge Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Ridge Gourd,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Pumpkin,Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Pumpkin,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Pumpkin,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Pumpkin,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Pumpkin,Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Pumpkin,Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Pumpkin,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Pumpkin,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Pumpkin,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Pumpkin,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Cucumber,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Cucumber,Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Cucumber,Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Cucumber,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Cucumber,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Cucumber,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Cucumber,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Cucumber,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Cucumber,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Cucumber,Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Carrot,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Carrot,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Carrot,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Carrot,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Carrot,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Carrot,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Carrot,Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Carrot,Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Carrot,Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Carrot,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Radish,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने वाळली आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने वाळली आहेत"
Radish,Bacterial Spot/Blight,"Small dark spots with yellow halos, झाड अचानक मरतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , झाड अचानक मरतंय"
Radish,Bacterial Spot/Blight,"Small dark spots with yellow halos, मुळं सडलेली वाटतात",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , मुळं सडलेली वाटतात"
Radish,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Radish,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
Radish,Bacterial Spot/Blight,"Small dark spots with yellow halos, पत्ता पिवळसर दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पत्ता पिवळसर दिसतोय"
Radish,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक अचानक कोमेजलंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक अचानक कोमेजलंय"
Radish,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिक उभं असतानाच पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिक उभं असतानाच पडतंय"
Radish,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Radish,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोडावर डाग दिसतोय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोडावर डाग दिसतोय"
Beetroot,Bacterial Spot/Blight,"Small dark spots with yellow halos, खोड कोरडं पडतंय",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , खोड कोरडं पडतंय"
Beetroot,Bacterial Spot/Blight,"Small dark spots with yellow halos, पिकाची वाढ थांबली आहे",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पिकाची वाढ थांबली आहे"
Beetroot,Bacterial Spot/Blight,"Small dark spots with yellow halos, पाने काळपट होत आहेत",Xanthomonas/Pseudomonas leaf lesions,Copper hydroxide + mancozeb,"Seed/seedling hygiene, avoid leaf injury",1-2 weeks,"small dark spot with yellow halo , पाने काळपट होत आहेत"
